15554,SALPK02968,parE,SSPA_RS15455,SSPA2846,20,16
15555,SALPK03341,SSPA3211,SSPA_RS17405,SSPA3211,3,2
15558,SALPK04174,SSPA4006,SSPA_RS21830,SSPA4006,3,1
15561,SALPK01189,SSPA1142,SSPA_RS06135,SSPA1142,4,5
15564,SALPK00074,caiT,SSPA_RS00370,SSPA0071,20,18
15567,SALPK01930,zitB,SSPA_RS09940,SSPA1852,20,7
15570,SALPK03063,nlpI,SSPA_RS15940,SSPA2939,20,2
15574,SALPK02382,SSPA2282,SSPA_RS12330,SSPA2282,20,11
15577,SALPK00075,SSPA0072,SSPA_RS00380,SSPA0072,20,10
15579,SALPK02683,invF,SSPA_RS13985,SSPA2571,20,23
15582,SALPK03539,SSPA3396,SSPA_RS18400,SSPA3396,14,2
15584,SALPK04180,SSPA4012,SSPA_RS21860,SSPA4012,16,3
15588,SALPK02342,SSPA2241,SSPA_RS12110,SSPA2241,4,1
15593,SALPK01266,treZ,SSPA_RS06545,SSPA1217,5,1
15597,SALPK02050,rna,SSPA_RS10630,SSPA1968,15,1
15602,SALPK01135,fabI,SSPA_RS05865,SSPA1095,20,17
15603,SALPK00349,SSPA0336,SSPA_RS01790,SSPA0336,4,1
15606,SALPK02210,cyoA,SSPA_RS11440,SSPA2121,20,18
15609,SALPK00033,SSPA0030,SSPA_RS00165,SSPA0030,16,4
15612,SALPK03099,rpoN,SSPA_RS16135,SSPA2975,20,59
15616,SALPK00032,SSPA0029,SSPA_RS00160,SSPA0029,14,4
15622,SALPK00783,SSPA0758,SSPA_RS04025,SSPA0758,6,1
15625,SALPK02920,SSPA2800,SSPA_RS15210,SSPA2800,20,6
15628,SALPK01984,pgm,SSPA_RS10255,SSPA1904,20,7
15632,SALPK01974,SSPA1894,SSPA_RS10200,SSPA1894,19,4
15635,SALPK01512,SSPA1451,SSPA_RS07805,SSPA1451,17,2
15639,SALPK02208,SSPA2119,SSPA_RS11430,SSPA2119,4,1
15644,SALPK02207,bolA,SSPA_RS11425,SSPA2118,18,13
15647,SALPK02354,SSPA2253,SSPA_RS12175,SSPA2253,3,1
15656,SALPK02821,vapB,SSPA_RS14705,SSPA2704,9,1
15664,SALPK01963,glf,SSPA_RS10145,SSPA1884,10,5
15666,SALPK02288,prpR,SSPA_RS11825,SSPA2198,19,11
15668,SALPK02902,SSPA2782,SSPA_RS15120,SSPA2782,2,1
15671,SALPK02218,SSPA2129,SSPA_RS11475,SSPA2129,6,1
15679,SALPK03501,xanP,SSPA_RS18210,SSPA3361,20,6
15683,SALPK03500,gltS,SSPA_RS18205,SSPA3360,20,2
15686,SALPK01334,rstA,SSPA_RS06895,SSPA1282,20,35
15687,SALPK00702,SSPA0684,SSPA_RS03620,SSPA0684,4,1
15690,SALPK00705,SSPA0687,SSPA_RS03635,SSPA0687,4,1
15695,SALPK04092,SSPA3932,SSPA_RS21415,SSPA3932,17,3
15702,SALPK03725,polA,SSPA_RS19440,SSPA3571,20,26
15707,SALPK00273,lepA,SSPA_RS01405,SSPA0267,20,18
15709,SALPK02624,norV,SSPA_RS13690,SSPA2512,19,12
15714,SALPK02520,SSPA2412,SSPA_RS13070,SSPA2412,8,2
15719,SALPK02750,gudD,SSPA_RS14330,SSPA2632,19,3
15720,SALPK03453,SSPA3313,SSPA_RS17970,SSPA3313,16,5
15721,SALPK02041,dcuC,SSPA_RS10580,SSPA1959,20,9
15727,SALPK03041,gatZ,SSPA_RS15830,SSPA2918,17,15
15731,SALPK02494,SSPA2386,SSPA_RS12940,SSPA2386,4,2
15735,SALPK03947,soxS,SSPA_RS20640,SSPA3790,20,46
15736,SALPK01773,SSPA1700,SSPA_RS24340,SSPA1700,4,1
15738,SALPK02287,prpB,SSPA_RS11820,SSPA2197,20,9
15751,SALPK03039,SSPA2916,SSPA_RS15820,SSPA2916,8,8
15752,SALPK00421,ptsI,SSPA_RS02155,SSPA0406,19,72
15759,SALPK03040,SSPA2917,SSPA_RS15825,SSPA2917,8,8
15767,SALPK03038,pfkB,SSPA_RS15815,SSPA2915,9,9
15778,SALPK01469,pfkB,SSPA_RS07585,SSPA1409,20,15
15790,SALPK01096,SSPA1056,SSPA_RS05655,SSPA1056,12,6
15791,SALPK00155,aceF,SSPA_RS00795,SSPA0153,19,64
15797,SALPK04262,arcA,SSPA_RS22300,SSPA4092,20,81
15798,SALPK04414,SPAP0238,SPAP0238,SPAP0238,6,1
15806,SALPK01134,SSPA1094,SSPA_RS05860,SSPA1094,8,1
15816,SALPK03036,SSPA2913,SSPA_RS15805,SSPA2913,8,2
15833,SALPK04205,hsdR,SSPA_RS21995,SSPA4036,10,7
15834,SALPK04204,hsdM,SSPA_RS21990,SSPA4035,12,12
15843,SALPK04203,hsdS,SSPA_RS21985,SSPA4034,9,1
15852,SALPK00878,SSPA0850,SSPA_RS04525,SSPA0850,9,1
15861,SALPK03511,SSPA3369,SSPA_RS18260,SSPA3369,19,6
15866,SALPK01677,SSPA1608,SSPA_RS08655,SSPA1608,6,1
15875,SALPK03037,SSPA2914,SSPA_RS15810,SSPA2914,19,18
15885,SALPK03035,SSPA2912,SSPA_RS15800,SSPA2912,9,2
15891,SALPK02040,pagP,SSPA_RS10575,SSPA1958,19,15
15902,SALPK02854,fbaA,SSPA_RS14880,SSPA2738,20,11
15912,SALPK01578,cobB,SSPA_RS08145,SSPA1514,20,16
15922,SALPK02205,clpP,SSPA_RS11415,SSPA2116,20,49
15931,SALPK00156,lpdA,SSPA_RS00800,SSPA0154,19,87
15940,SALPK03862,rplL,SSPA_RS20185,SSPA3705,20,119
15952,SALPK04219,SSPA4050,SSPA_RS22065,SSPA4050,15,6
15966,SALPK00595,narP,SSPA_RS03090,SSPA0580,19,26
15967,SALPK00587,napD,SSPA_RS03020,SSPA0568,15,17
15985,SALPK04113,treC,SSPA_RS21525,SSPA3952,16,6
15986,SALPK02531,SSPA2423,SSPA_RS13125,SSPA2423,9,1
15998,SALPK02835,SSPA2719,SSPA_RS14785,SSPA2719,13,1
16001,SALPK00343,SALPK_Chromosome.344,SALPK_Chromosome.344,SALPK_Chromosome.344,11,1
16016,SALPK03364,SSPA3234,SSPA_RS17515,SSPA3234,18,7
16019,SALPK02422,SSPA2315,SSPA_RS12550,SSPA2315,3,1
16022,SALPK00695,SSPA0678,SSPA_RS03595,SSPA0678,3,1
16026,SALPK02341,SSPA2240,SSPA_RS12105,SSPA2240,4,1
16032,SALPK00292,qseE,SSPA_RS01500,SSPA0285,13,2
16036,SALPK02589,alaE,SSPA_RS13485,SSPA2479,20,4
16044,SALPK00776,sbcB,SSPA_RS03990,SSPA0754,20,6
16049,SALPK02362,SSPA2261,SSPA_RS12225,SSPA2261,5,1
16057,SALPK00124,murF,SSPA_RS00640,SSPA0122,20,18
16058,SALPK01613,SSPA1547.1,SSPA1547.1,SSPA1547.1,7,1
16067,SALPK00083,SSPA0080,SSPA0080,SSPA0080,9,1
16074,SALPK02519,SSPA2411,SSPA_RS13065,SSPA2411,7,1
16085,SALPK02496,SSPA2388,SSPA_RS12950,SSPA2388,11,13
16086,SALPK03945,SSPA3788,SSPA_RS20630,SSPA3788,15,6
16104,SALPK03185,rplQ,SSPA_RS16610,SSPA3059,20,16
16112,SALPK00154,aceE,SSPA_RS00790,SSPA0152,20,80
16119,SALPK02185,SSPA2096,SSPA_RS11315,SSPA2096,20,3
16131,SALPK03212,rpsJ,SSPA_RS16745,SSPA3086,20,90
16139,SALPK04333,SPAP0093,SPAP0093,SPAP0093,8,1
16148,SALPK03238,SSPA3112,SSPA_RS16880,SSPA3112,20,7
16160,SALPK01708,SSPA1636,SSPA_RS08815,SSPA1636,12,1
16172,SALPK04202,symE,SSPA_RS21980,SSPA4033,14,2
16193,SALPK03197,rpsH,SSPA_RS16670,SSPA3071,20,36
16194,SALPK00099,SSPA0096,SSPA_RS00505,SSPA0096,11,1
16206,SALPK00570,nrdB,SSPA_RS02935,SSPA0551,20,9
16207,SALPK02412,SSPA2306a,SSPA_RS12495,SSPA2306a,12,1
16211,SALPK03920,lexA,SSPA_RS20500,SSPA3763,20,16
16213,SALPK02827,prfB,SSPA_RS14740,SSPA2710,15,17
16214,SALPK01312,SSPA1261,SSPA_RS06780,SSPA1261,19,17
16240,SALPK00687,fbaB,SSPA_RS03550,SSPA0670,15,11
16241,SALPK02150,cnoX,SSPA_RS11140,SSPA2062,19,7
16268,SALPK00068,caiF,SSPA_RS00340,SSPA0065,15,17
16269,SALPK00071,caiC,SSPA_RS00355,SSPA0068,19,12
16286,SALPK00590,napH,SSPA_RS03035,SSPA0571,18,13
16314,SALPK02138,allR,SSPA_RS11080,SSPA2050,17,19
16345,SALPK02140,allS,SSPA_RS11090,SSPA2052,16,2
16346,SALPK02128,allC,SSPA_RS11030,SSPA2041,17,6
16349,SALPK02135,glxR,SSPA_RS11065,SSPA2047,17,7
16365,SALPK02136,hyi,SSPA_RS11070,SSPA2048,17,5
16381,SALPK04218,SSPA4049,SSPA_RS22060,SSPA4049,20,2
16414,SALPK02123,SSPA2037,SSPA_RS11005,SSPA2037,18,5
16415,SALPK03620,asnA,SSPA_RS18830,SSPA3471,19,5
16448,SALPK02579,gabD,SSPA_RS13435,SSPA2469,19,5
16449,SALPK02580,gabT,SSPA_RS13440,SSPA2470,18,6
16463,SALPK02588,stpA,SSPA_RS13480,SSPA2478,19,7
16466,SALPK01446,ppsA,SSPA_RS07465,SSPA1386,4,1
16469,SALPK02727,sopD,SSPA_RS14210,SSPA2610,19,2
16472,SALPK01447,ppsR,SSPA_RS07470,SSPA1387,20,10
16475,SALPK02015,SSPA1933,SSPA_RS10445,SSPA1933,20,2
16484,SALPK01342,manA,SSPA_RS06935,SSPA1289,20,7
16485,SALPK02339,SSPA2238,SSPA_RS12095,SSPA2238,5,1
16489,SALPK02393,tcfC,SSPA_RS12380,SSPA2292,4,1
16493,SALPK01262,hlyE,SSPA_RS06525,SSPA1214,4,1
16498,SALPK01556,SSPA1492,SSPA_RS08035,SSPA1492,5,1
16504,SALPK04178,SSPA4010,SSPA_RS21850,SSPA4010,19,4
16515,SALPK00111,leuC,SSPA_RS00575,SSPA0109,20,5
16516,SALPK00112,leuB,SSPA_RS00580,SSPA0110,20,9
16522,SALPK00110,leuD,SSPA_RS00570,SSPA0108,20,6
16526,SALPK01922,galT,SSPA_RS09900,SSPA1844,20,4
16528,SALPK01921,galE,SSPA_RS09895,SSPA1843,19,12
16538,SALPK03027,tdcD,SSPA_RS15760,SSPA2905,20,15
16546,SALPK04263,SSPA4093,SSPA_RS22310,SSPA4093,20,2
16552,SALPK04098,cybC,SSPA_RS21450,SSPA3937,5,1
16557,SALPK02099,SSPA2015,SSPA_RS10880,SSPA2015,8,2
16563,SALPK04182,SSPA4014,SSPA_RS21875,SSPA4014,18,2
16576,SALPK02020,leuS,SSPA_RS10470,SSPA1938,20,24
16577,SALPK00181,SSPA0179,SSPA_RS00925,SSPA0179,8,2
16585,SALPK03216,fusA,SSPA_RS16770,SSPA3091,20,21
16590,SALPK00221,tsf,SSPA_RS01125,SSPA0216,20,8
16591,SALPK00182,SSPA0180,SSPA_RS00930,SSPA0180,8,1
16597,SALPK01260,bdm,SSPA_RS06515,SSPA1212,19,3
16607,SALPK02925,gss,SSPA_RS15235,SSPA2805,19,10
16618,SALPK02926,yghU,SSPA_RS15240,SSPA2806,19,2
16630,SALPK03856,tuf,SSPA_RS20155,SSPA3699,20,119
16639,SALPK01228,SSPA1180,SSPA_RS06345,SSPA1180,10,1
16663,SALPK03443,SSPA3304,SSPA_RS17920,SSPA3304,19,7
16664,SALPK01833,nfsA,SSPA_RS09455,SSPA1758,16,6
16675,SALPK02022,holA,SSPA_RS10480,SSPA1940,20,41
16686,SALPK01458,pheS,SSPA_RS07525,SSPA1398,20,13
16702,SALPK03681,xerC,SSPA_RS19190,SSPA3528,20,5
16717,SALPK01868,glnH,SSPA_RS09630,SSPA1792,19,10
16727,SALPK01957,SSPA1879,SSPA_RS10110,SSPA1879,10,1
16738,SALPK00251,metN,SSPA_RS01275,SSPA0246,20,17
16739,SALPK00252,gmhB,SSPA_RS01280,SSPA0247,18,4
16749,SALPK03470,waaZ,SSPA_RS18055,SSPA3330,18,5
16752,SALPK01779,dmsB,SSPA_RS09180,SSPA1705,10,16
16753,SALPK03988,dmsB,SSPA_RS20865,SSPA3829,19,12
16763,SALPK02427,SSPA2320,SSPA_RS12575,SSPA2320,10,1
16774,SALPK01966,SSPA1886,SSPA_RS10160,SSPA1886,13,21
16775,SALPK03083,rplU,SSPA_RS16055,SSPA2959,16,71
16776,SALPK03483,rpmB,SSPA_RS18120,SSPA3343,18,65
16788,SALPK01958,SSPA1880,SSPA_RS10115,SSPA1880,12,2
16800,SALPK01960,SSPA1882,SSPA_RS10125,SSPA1882,12,2
16811,SALPK02437,tssH,SSPA_RS12625,SSPA2330,13,2
16812,SALPK03211,rplC,SSPA_RS16740,SSPA3085,19,112
16815,SALPK01961,SSPA1882a,SSPA_RS10130,SSPA1882a,12,2
16828,SALPK03208,rplB,SSPA_RS16725,SSPA3082,20,65
16841,SALPK03205,rpsC,SSPA_RS16710,SSPA3079,20,79
16842,SALPK03187,rpsD,SSPA_RS16620,SSPA3061,20,60
16843,SALPK03194,rpsE,SSPA_RS16655,SSPA3068,20,131
16844,SALPK03217,rpsG,SSPA_RS16775,SSPA3092,20,95
16845,SALPK03123,rplM,SSPA_RS16260,SSPA2999,20,98
16846,SALPK04067,rpsF,SSPA_RS21285,SSPA3908,20,49
16850,SALPK02465,rplS,SSPA_RS12800,SSPA2357,20,75
16851,SALPK03206,rplV,SSPA_RS16715,SSPA3080,19,109
16864,SALPK03200,rplX,SSPA_RS16685,SSPA3074,20,48
16865,SALPK03198,rpsN,SSPA_RS16675,SSPA3072,20,59
16878,SALPK02468,rpsP,SSPA_RS12815,SSPA2360,20,41
16879,SALPK00044,rpsT,SSPA_RS00220,SSPA0040,20,41
16892,SALPK04069,rpsR,SSPA_RS21295,SSPA3910,20,22
16895,SALPK03119,nanR,SSPA_RS16240,SSPA2995,20,8
16896,SALPK03987,SALPK_Chromosome.3998,SALPK_Chromosome.3998,SALPK_Chromosome.3998,18,10
16897,SALPK00326,SALPK_Chromosome.327,SALPK_Chromosome.327,SALPK_Chromosome.327,18,12
16899,SALPK01780,dmsA,SSPA_RS09185,SSPA1706,20,18
16901,SALPK00328,SSPA0319,SSPA_RS01680,SSPA0319,20,10
16903,SALPK03989,SSPA3830,SSPA_RS20870,SSPA3830,20,10
16905,SALPK00327,dmsB,SSPA_RS01675,SSPA0318,20,10
16907,SALPK01313,dmsB,SSPA_RS06785,SSPA1262,19,19
16909,SALPK01314,SSPA1263,SSPA_RS06790,SSPA1263,20,12
16919,SALPK03948,soxR,SSPA_RS20645,SSPA3791,20,7
16942,SALPK02506,SSPA2398,SSPA_RS13000,SSPA2398,11,1
16959,SALPK01237,SSPA1190,SSPA_RS06390,SSPA1190,19,3
16971,SALPK03728,yihI,SSPA_RS19455,SSPA3574,19,14
17004,SALPK02119,ppiB,SSPA_RS10985,SSPA2033,20,5
17005,SALPK03382,bcsG,SSPA_RS17605,SSPA3249,18,6
17018,SALPK04012,SSPA3853,SSPA_RS21000,SSPA3853,19,3
17036,SALPK01804,SSPA1729,SSPA_RS09315,SSPA1729,20,46
17063,SALPK02910,SSPA2790,SSPA_RS15160,SSPA2790,19,3
17076,SALPK01678,wrbA,SSPA_RS08660,SSPA1609,19,2
17091,SALPK00459,fadI,SSPA_RS02375,SSPA0439,19,11
17093,SALPK00043,SSPA0039,SSPA_RS00215,SSPA0039,17,3
17114,SALPK03282,malQ,SSPA_RS17100,SSPA3153,20,12
17115,SALPK03419,SSPA3282,SSPA_RS17800,SSPA3282,16,11
17131,SALPK03911,malF,SSPA_RS20455,SSPA3754,20,17
17133,SALPK02182,maa,SSPA_RS11300,SSPA2093,20,9
17149,SALPK00904,otsA,SSPA_RS04670,SSPA0875,20,6
17165,SALPK03914,SSPA3757,SSPA_RS20470,SSPA3757,20,17
17181,SALPK00420,crr,SSPA_RS02150,SSPA0405,20,21
17183,SALPK00422,ptsH,SSPA_RS02160,SSPA0407,20,69
17199,SALPK03161,prmA,SSPA_RS16455,SSPA3036,20,7
17215,SALPK00713,SSPA0695,SSPA_RS03675,SSPA0695,16,3
17229,SALPK03284,malT,SSPA_RS17110,SSPA3155,20,34
17231,SALPK00711,baeR,SSPA_RS03665,SSPA0693,20,11
17233,SALPK03786,cpxR,SSPA_RS19750,SSPA3630,20,38
17248,SALPK02273,SSPA2184,SSPA_RS11750,SSPA2184,19,2
17265,SALPK00658,SSPA0641,SSPA_RS03405,SSPA0641,17,1
17295,SALPK01841,SSPA1766,SSPA_RS09495,SSPA1766,20,10
17296,SALPK01270,SALPK_Chromosome.1278,SALPK_Chromosome.1278,SALPK_Chromosome.1278,14,5
17310,SALPK01068,chaA,SSPA_RS05505,SSPA1029,20,12
17340,SALPK03168,SSPA3042,SSPA_RS16490,SSPA3042,17,8
17341,SALPK03169,SSPA3043,SSPA_RS16495,SSPA3043,18,7
17359,SALPK01269,SSPA1220,SSPA_RS06560,SSPA1220,18,6
17371,SALPK02749,SSPA2631,SSPA_RS14325,SSPA2631,20,10
17388,SALPK00903,otsB,SSPA_RS04665,SSPA0874,20,7
17406,SALPK03913,malK,SSPA_RS20465,SSPA3756,20,18
17439,SALPK01489,astB,SSPA_RS07685,SSPA1429,18,4
17440,SALPK01491,astA,SSPA_RS07695,SSPA1431,17,4
17457,SALPK03887,metA,SSPA_RS20330,SSPA3730,20,5
17473,SALPK00217,dapD,SSPA_RS01105,SSPA0212,20,4
17502,SALPK03389,dppB,SSPA_RS17640,SSPA3255,19,11
17510,SALPK03138,argR,SSPA_RS16335,SSPA3013,20,20
17526,SALPK00586,napF,SSPA_RS03015,SSPA0567,18,5
17543,SALPK02947,metC,SSPA_RS15345,SSPA2826,20,10
17561,SALPK03826,metB,SSPA_RS19950,SSPA3670,20,8
17584,SALPK02373,phoE,SSPA_RS12285,SSPA2272,18,12
17603,SALPK04033,nnr,SSPA_RS21115,SSPA3873,19,6
17607,SALPK01048,SSPA1010,SSPA_RS05405,SSPA1010,19,5
17608,SALPK01273,SSPA1223,SSPA_RS06585,SSPA1223,19,18
17609,SALPK04010,groL,SSPA_RS20990,SSPA3851,20,68
17633,SALPK03609,atpG,SSPA_RS18775,SSPA3460,20,18
17636,SALPK01052,hyaB,SSPA_RS05425,SSPA1014,19,22
17671,SALPK03448,lldR,SSPA_RS17945,SSPA3308,19,4
17672,SALPK03447,lldP,SSPA_RS17940,SSPA3307,19,9
17690,SALPK03569,ccmE,SSPA_RS18565,SSPA3422,19,5
17697,SALPK01981,speF,SSPA_RS10240,SSPA1901,19,6
17704,SALPK02853,SSPA2737,SSPA_RS14875,SSPA2737,20,3
17716,SALPK03659,rfbA,SSPA_RS19060,SSPA3507,9,2
17725,SALPK03235,SSPA3109,SSPA_RS16865,SSPA3109,20,3
17734,SALPK02431,SSPA2324,SSPA_RS12590,SSPA2324,11,1
17737,SALPK00637,mglB,SSPA_RS03305,SSPA0621,19,12
17744,SALPK01261,SSPA1213,SSPA_RS06520,SSPA1213,20,7
17751,SALPK02893,SSPA2777,SSPA_RS15080,SSPA2777,8,1
17762,SALPK03025,tdcG,SSPA_RS15750,SSPA2901,19,10
17775,SALPK00888,SSPA0859,SSPA_RS04575,SSPA0859,13,1
17789,SALPK03516,SSPA3374,SSPA_RS18285,SSPA3374,16,1
17797,SALPK03822,rpmE,SSPA_RS19930,SSPA3666,19,8
17799,SALPK01835,SSPA1760,SSPA_RS09465,SSPA1760,19,15
17802,SALPK02037,SSPA1955,SSPA_RS10560,SSPA1955,18,1
17805,SALPK03610,atpA,SSPA_RS18780,SSPA3461,20,19
17807,SALPK01923,galK,SSPA_RS09905,SSPA1845,20,9
17809,SALPK02065,SSPA1982,SSPA_RS10705,SSPA1982,19,7
17812,SALPK03731,glnL,SSPA_RS19470,SSPA3577,20,9
17815,SALPK01754,elyC,SSPA_RS09055,SSPA1681,20,3
17818,SALPK03352,rsmJ,SSPA_RS17460,SSPA3222,20,5
17821,SALPK02880,SSPA2764,SSPA_RS15010,SSPA2764,20,4
17824,SALPK02266,yaiA,SSPA_RS11715,SSPA2177,20,3
17825,SALPK01099,tonB,SSPA_RS05670,SSPA1059,20,16
17837,SALPK01098,SSPA1058,SSPA_RS05665,SSPA1058,20,2
17851,SALPK00886,sdiA,SSPA_RS04565,SSPA0857,20,7
17861,SALPK02299,SSPA2208,SSPA_RS11880,SSPA2208,20,4
17868,SALPK00078,fixX,SSPA_RS00395,SSPA0075,20,44
17869,SALPK02560,SALPK_Chromosome.2569,SALPK_Chromosome.2569,SALPK_Chromosome.2569,12,1
17883,SALPK01550,cspF,SSPA_RS08010,SSPA1487,14,1
17897,SALPK00839,SSPA0811,SSPA_RS04330,SSPA0811,14,1
