810,SALNS01414,SNSL254_A1504,SNSL254_RS08235,SNSL254_A1504,-,19,76
811,SALNS02725,SNSL254_A2917,SNSL254_RS14875,SNSL254_A2917,-,1,1
812,SALNS01547,SNSL254_A1641,SNSL254_RS08920,SNSL254_A1641,-,19,3
813,SALNS02286,eco,SNSL254_RS12665,SNSL254_A2446,-,20,3
814,SALNS02285,napF,SNSL254_RS12660,SNSL254_A2445,-,18,6
815,SALNS04325,SNSL254_A4661,SNSL254_RS23020,SNSL254_A4661,-,20,40
816,SALNS02684,SNSL254_A2867,SNSL254_RS14670,SNSL254_A2867,-,4,1
817,SALNS03953,metR,SNSL254_RS21095,SNSL254_A4243,-,20,38
818,SALNS00123,mraZ,SNSL254_RS01635,SNSL254_A0131,-,20,5
819,SALNS03590,nikR,SNSL254_RS19235,SNSL254_A3853,-,20,11
820,SALNS04324,SNSL254_A4660,SNSL254_RS23015,SNSL254_A4660,-,20,152
821,SALNS04528,symE,SNSL254_RS24040,SNSL254_A4879,-,14,3
822,SALNS00930,lrp,SNSL254_RS05725,SNSL254_A0993,-,20,44
823,SALNS00290,SNSL254_A0310,SNSL254_RS02480,SNSL254_A0310,-,1,1
824,SALNS01308,SNSL254_A1393,SNSL254_RS07710,SNSL254_A1393,-,1,1
825,SALNS02669,SNSL254_A2851,SNSL254_A2851,SNSL254_A2851,-,1,1
826,SALNS04467,arcA,SNSL254_RS23750,SNSL254_A4814,see:SNSL254_A4814,20,16
827,SALNS03992,SNSL254_A4291,SNSL254_A4291,SNSL254_A4291,-,1,1
828,SALNS02043,SNSL254_A2180,SNSL254_A2180,SNSL254_A2180,-,1,2
829,SALNS04303,pmrA,SNSL254_RS22910,SNSL254_A4638,-,20,88
830,SALNS02748,SNSL254_A2940,SNSL254_RS14985,SNSL254_A2940,-,1,1
831,SALNS02658,SNSL254_A2840,SNSL254_RS14545,SNSL254_A2840,-,1,1
832,SALNS01462,slyA,SNSL254_RS08500,SNSL254_A1554,-,20,103
833,SALNS03879,atpI,SNSL254_RS20665,SNSL254_A4153,-,1,1
834,SALNS04493,SNSL254_A4842,SNSL254_RS26030,SNSL254_A4842,-,1,5
836,SALNS00873,SNSL254_A0931,SNSL254_RS05415,SNSL254_A0931,-,12,2
839,SALNS02871,SNSL254_A3071,SNSL254_RS15600,SNSL254_A3071,-,20,48
840,SALNS01687,SNSL254_A1790,SNSL254_RS09625,SNSL254_A1790,-,3,1
842,SALNS03000,rarD,SNSL254_RS16250,SNSL254_A3212,-,3,2
843,SALNS03403,fis,SNSL254_RS18285,SNSL254_A3649,-,20,286
845,SALNS00842,rhtA,SNSL254_RS05270,SNSL254_A0898,see:SNSL254_A0898,18,10
847,SALNS00843,ompX,SNSL254_RS05275,SNSL254_A0899,-,20,7
850,SALNS00701,tcuR,SNSL254_RS04555,SNSL254_A0751,-,19,5
852,SALNS04261,aphA,SNSL254_RS22685,SNSL254_A4593,see:SNSL254_A4593,20,14
1181,SALNS02947,casA,SNSL254_RS16010,SNSL254_A3153,-,16,3
1185,SALNS00295,SNSL254_A0315,SNSL254_RS02505,SNSL254_A0315,-,3,1
1186,SALNS01744,yciV,SNSL254_RS09910,SNSL254_A1848,-,20,2
1627,SALNS03097,cmtB,SNSL254_RS16745,SNSL254_A3321,-,2,1
1654,SALNS01580,SNSL254_A1677,SNSL254_RS09095,SNSL254_A1677,-,20,8
1656,SALNS01581,bdm,SNSL254_RS09100,SNSL254_A1678,-,19,4
1687,SALNS04080,SNSL254_A4383,SNSL254_RS21725,SNSL254_A4383,-,3,1
1692,SALNS02649,SNSL254_A2831,SNSL254_RS14490,SNSL254_A2831,-,12,2
1724,SALNS00057,SNSL254_A0059,SNSL254_RS01295,SNSL254_A0059,see:SNSL254_A0059,14,9
1725,SALNS03512,pckA,SNSL254_RS18855,SNSL254_A3773,see:SNSL254_A3773,20,8
1731,SALNS00740,SNSL254_A0790,SNSL254_RS04750,SNSL254_A0790,see:SNSL254_A0790,20,6
1736,SALNS00379,prpC,SNSL254_RS02955,SNSL254_A0409,see:SNSL254_A0409,20,11
1741,SALNS01918,kdgA,SNSL254_RS10775,SNSL254_A2043,see:SNSL254_A2043,20,10
1744,SALNS01365,ihfA,SNSL254_RS07980,SNSL254_A1450,-,20,40
1745,SALNS02823,SNSL254_A3016,SNSL254_RS15345,SNSL254_A3016,-,3,1
1777,SALNS03909,ilvC,SNSL254_RS20840,SNSL254_A4191,see:SNSL254_A4191,20,14
1781,SALNS03908,ilvY,SNSL254_RS20835,SNSL254_A4190,-,20,4
1790,SALNS02879,prgH,SNSL254_RS15640,SNSL254_A3079,-,20,11
1795,SALNS02902,invF,SNSL254_RS15765,SNSL254_A3104,-,20,28
1796,SALNS02986,fucA,SNSL254_RS16190,SNSL254_A3197,see:SNSL254_A3197,19,8
1808,SALNS02176,sseK2,SNSL254_RS12080,SNSL254_A2323,-,8,4
1820,SALNS00590,SNSL254_A0630,SNSL254_RS03975,SNSL254_A0630,-,9,3
1869,SALNS03368,SNSL254_A3614,SNSL254_RS18110,SNSL254_A3614,see:SNSL254_A3614,4,4
1874,SALNS00059,SNSL254_A0061,SNSL254_RS01305,SNSL254_A0061,see:SNSL254_A0061,18,3
1878,SALNS01895,SNSL254_A2017,SNSL254_A2017,SNSL254_A2017,-,4,1
1946,SALNS02843,norV,SNSL254_RS15470,SNSL254_A3042,see:SNSL254_A3042,19,11
1953,SALNS01659,azoR,SNSL254_RS09490,SNSL254_A1759,-,20,3
1962,SALNS03801,rbsK,SNSL254_RS20275,SNSL254_A4074,see:SNSL254_A4074,19,5
2093,SALNS02050,SNSL254_A2190,SNSL254_RS11460,SNSL254_A2190,-,2,2
2097,SALNS00304,SNSL254_A0325,SNSL254_RS02545,SNSL254_A0325,-,6,2
2101,SALNS03065,bglA,SNSL254_RS16590,SNSL254_A3286,-,20,3
2105,SALNS03064,SNSL254_A3285,SNSL254_RS16585,SNSL254_A3285,-,20,2
2176,SALNS02273,sspH2,SNSL254_RS12555,SNSL254_A2425,-,11,1
2189,SALNS02974,SNSL254_A3183,SNSL254_RS16130,SNSL254_A3183,see:SNSL254_A3183,14,6
2190,SALNS03709,SNSL254_A3978,SNSL254_RS19810,SNSL254_A3978,see:SNSL254_A3978,16,7
2278,SALNS02635,SNSL254_A2816,SNSL254_RS14415,SNSL254_A2816,-,3,1
2316,SALNS04136,ptsP,SNSL254_RS22010,SNSL254_A4442,-,11,2
2320,SALNS04137,SNSL254_A4443,SNSL254_RS22015,SNSL254_A4443,-,12,2
2324,SALNS03195,SNSL254_A3424,SNSL254_RS17225,SNSL254_A3424,-,5,1
2330,SALNS00157,aceF,SNSL254_RS01810,SNSL254_A0166,see:SNSL254_A0166,19,8
2334,SALNS01642,SNSL254_A1741,SNSL254_RS09420,SNSL254_A1741,see:SNSL254_A1741,17,11
2338,SALNS01204,SNSL254_A1278,SNSL254_RS07160,SNSL254_A1278,-,19,2
2342,SALNS02099,SNSL254_A2240,SNSL254_RS11705,SNSL254_A2240,see:SNSL254_A2240,20,5
2347,SALNS02343,nuoI,SNSL254_RS12950,SNSL254_A2505,see:SNSL254_A2505,20,23
2351,SALNS03986,yihI,SNSL254_RS21285,SNSL254_A4285,-,19,3
2355,SALNS01882,SNSL254_A1998,SNSL254_RS10580,SNSL254_A1998,-,17,4
2359,SALNS03694,mtlA,SNSL254_RS19745,SNSL254_A3963,see:SNSL254_A3963,20,12
2363,SALNS02989,fucP,SNSL254_RS16195,SNSL254_A3200,-,4,1
2367,SALNS04297,lpxO,SNSL254_RS22875,SNSL254_A4632,-,17,2
2371,SALNS01247,potC,SNSL254_RS07375,SNSL254_A1323,see:SNSL254_A1323,20,12
2375,SALNS03693,SNSL254_A3962,SNSL254_RS19740,SNSL254_A3962,-,20,5
2383,SALNS03152,SNSL254_A3379,SNSL254_RS17020,SNSL254_A3379,-,18,2
2388,SALNS03151,SNSL254_A3378,SNSL254_RS17015,SNSL254_A3378,-,5,1
2414,SALNS02714,SNSL254_A2903,SNSL254_RS14825,SNSL254_A2903,-,14,2
2422,SALNS01028,SNSL254_A1097,SNSL254_RS06250,SNSL254_A1097,-,9,1
2444,SALNS02636,SNSL254_A2817,SNSL254_RS14420,SNSL254_A2817,-,5,1
2488,SALNS00303,SNSL254_A0324,SNSL254_RS02540,SNSL254_A0324,-,6,3
2899,SALNS00992,SNSL254_A1058,SNSL254_RS06035,SNSL254_A1058,-,5,2
2905,SALNS02842,norR,SNSL254_RS15465,SNSL254_A3041,-,17,6
2911,SALNS02612,SNSL254_A2792,SNSL254_RS14295,SNSL254_A2792,-,6,13
2912,SALNS00784,galE,SNSL254_RS04990,SNSL254_A0840,see:SNSL254_A0840,19,17
2918,SALNS00644,SNSL254_A0686,SNSL254_RS04245,SNSL254_A0686,-,18,4
2924,SALNS03874,atpA,SNSL254_RS20640,SNSL254_A4148,see:SNSL254_A4148,20,22
2930,SALNS00782,galK,SNSL254_RS04980,SNSL254_A0838,see:SNSL254_A0838,20,14
2936,SALNS00615,SNSL254_A0655,SNSL254_RS04100,SNSL254_A0655,-,19,10
2941,SALNS03989,glnL,SNSL254_RS21300,SNSL254_A4288,-,20,12
2947,SALNS00960,elyC,SNSL254_RS05880,SNSL254_A1023,-,20,5
2953,SALNS03600,rsmJ,SNSL254_RS19280,SNSL254_A3863,-,20,8
2959,SALNS04120,rpmE,SNSL254_RS21935,SNSL254_A4426,-,19,11
2965,SALNS03123,SNSL254_A3349,SNSL254_RS16880,SNSL254_A3349,-,20,7
2971,SALNS00884,grxA,SNSL254_RS05480,SNSL254_A0945,see:SNSL254_A0945,19,19
2977,SALNS00401,yaiA,SNSL254_RS03055,SNSL254_A0432,-,20,5
2983,SALNS01658,hrpA,SNSL254_RS09485,SNSL254_A1758,-,20,2
2989,SALNS02293,rcsB,SNSL254_RS12700,SNSL254_A2455,-,20,51
2990,SALNS02613,SNSL254_A2793,SNSL254_RS14300,SNSL254_A2793,-,6,1
2996,SALNS02640,gogA,SNSL254_RS14440,SNSL254_A2821,-,6,1
3004,SALNS04349,yjeH,SNSL254_RS23150,SNSL254_A4689,-,12,1
3005,SALNS02614,SNSL254_A2794,SNSL254_RS14305,SNSL254_A2794,-,7,2
3012,SALNS04577,SNSL254_A4931,SNSL254_RS24290,SNSL254_A4931,-,8,8
3020,SALNS03802,SNSL254_A4075,SNSL254_RS20280,SNSL254_A4075,-,9,1
3042,SALNS01029,pepN,SNSL254_RS06255,SNSL254_A1098,see:SNSL254_A1098,20,15
3055,SALNS01027,SNSL254_A1096,SNSL254_RS06245,SNSL254_A1096,-,11,3
3075,SALNS04224,SNSL254_A4555,SNSL254_RS22510,SNSL254_A4555,-,7,1
3187,SALNS04576,SNSL254_A4930,SNSL254_RS24285,SNSL254_A4930,-,7,1
3197,SALNS01583,SNSL254_A1680,SNSL254_RS09110,SNSL254_A1680,see:SNSL254_A1680,20,8
3198,SALNS04575,SNSL254_A4929,SNSL254_RS24280,SNSL254_A4929,-,8,3
3211,SALNS02463,cysM,SNSL254_RS13570,SNSL254_A2634,see:SNSL254_A2634,20,23
3219,SALNS01680,fnr,SNSL254_RS09590,SNSL254_A1783,-,20,87
3228,SALNS03377,argR,SNSL254_RS18155,SNSL254_A3623,-,20,20
3236,SALNS04228,SNSL254_A4559,SNSL254_RS22530,SNSL254_A4559,-,11,3
3246,SALNS00186,SNSL254_A0195,SNSL254_RS01940,SNSL254_A0195,-,19,5
3255,SALNS04205,SNSL254_A4536,SNSL254_RS22430,SNSL254_A4536,-,10,12
3315,SALNS03683,SNSL254_A3952,SNSL254_RS19690,SNSL254_A3952,see:SNSL254_A3952,14,16
3316,SALNS03198,SNSL254_A3427,SNSL254_RS17240,SNSL254_A3427,see:SNSL254_A3427,14,8
3333,SALNS03196,SNSL254_A3425,SNSL254_RS17230,SNSL254_A3425,see:SNSL254_A3425,14,8
3345,SALNS03197,SNSL254_A3426,SNSL254_RS17235,SNSL254_A3426,see:SNSL254_A3426,14,8
3381,SALNS04223,SNSL254_A4554,SNSL254_RS22505,SNSL254_A4554,-,9,1
3390,SALNS04222,SNSL254_A4553,SNSL254_RS22500,SNSL254_A4553,-,9,1
3399,SALNS04225,SNSL254_A4556,SNSL254_RS22515,SNSL254_A4556,-,11,1
3414,SALNS03313,folP,SNSL254_RS17820,SNSL254_A3554,see:SNSL254_A3554,19,4
3546,SALNS04679,SNSL254_pSN254_0089,SNSL254_RS00470,SNSL254_pSN254_0089,-,2,1
3547,SALNS04680,SNSL254_pSN254_0091,SNSL254_RS00475,SNSL254_pSN254_0091,-,2,1
3550,SALNS02467,cysP,SNSL254_RS13590,SNSL254_A2638,see:SNSL254_A2638,20,11
3556,SALNS03698,SNSL254_A3967,SNSL254_RS19765,SNSL254_A3967,-,20,1
3561,SALNS03697,SNSL254_A3966,SNSL254_RS19760,SNSL254_A3966,-,19,8
3565,SALNS01609,SNSL254_A1708,SNSL254_RS09250,SNSL254_A1708,-,4,1
3572,SALNS01608,SNSL254_A1707,SNSL254_RS09245,SNSL254_A1707,-,20,9
3621,SALNS02803,SNSL254_A2996,SNSL254_RS15250,SNSL254_A2996,-,5,1
3627,SALNS01211,SNSL254_A1286,SNSL254_RS07200,SNSL254_A1286,-,9,2
3643,SALNS00979,SNSL254_A1042,SNSL254_RS05960,SNSL254_A1042,-,11,1
3644,SALNS02533,xseA,SNSL254_RS13920,SNSL254_A2705,-,20,4
3671,SALNS00164,SNSL254_A0173,SNSL254_RS01840,SNSL254_A0173,-,4,1
3785,SALNS01024,sseI,SNSL254_RS06225,SNSL254_A1092,-,9,1
3845,SALNS01023,SNSL254_A1091,SNSL254_RS06215,SNSL254_A1091,-,10,12
3850,SALNS02663,SNSL254_A2845,SNSL254_RS14575,SNSL254_A2845,-,8,2
3851,SALNS01252,pepT,SNSL254_RS07395,SNSL254_A1328,-,20,6
3900,SALNS00107,araC,SNSL254_RS01555,SNSL254_A0111,-,20,53
3936,SALNS04600,arcA,SNSL254_RS24405,SNSL254_A4956,-,20,83
3948,SALNS00996,SNSL254_A1062,SNSL254_RS06065,SNSL254_A1062,-,13,3
3949,SALNS03404,yhdJ,SNSL254_RS18290,SNSL254_A3650,-,18,27
3969,SALNS02678,trxC,SNSL254_RS14640,SNSL254_A2861,see:SNSL254_A2861,20,14
3982,SALNS04249,lexA,SNSL254_RS22625,SNSL254_A4580,-,20,16
4007,SALNS04311,SNSL254_A4646,SNSL254_RS22955,SNSL254_A4646,see:SNSL254_A4646,19,6
4008,SALNS00769,SNSL254_A0825,SNSL254_RS04915,SNSL254_A0825,see:SNSL254_A0825,13,4
4025,SALNS00516,cueR,SNSL254_RS03605,SNSL254_A0553,-,20,73
4026,SALNS04227,SNSL254_A4558,SNSL254_RS22525,SNSL254_A4558,-,10,2
4045,SALNS00770,SNSL254_A0826,SNSL254_RS04920,SNSL254_A0826,see:SNSL254_A0826,14,4
4058,SALNS00669,SNSL254_A0711,SNSL254_RS04365,SNSL254_A0711,-,13,4
4071,SALNS00617,SNSL254_A0657,SNSL254_RS04110,SNSL254_A0657,-,20,27
4084,SALNS01041,matP,SNSL254_RS06315,SNSL254_A1110,-,20,9
4094,SALNS04226,SNSL254_A4557,SNSL254_RS22520,SNSL254_A4557,-,11,2
4109,SALNS00545,SNSL254_A0582,SNSL254_RS03750,SNSL254_A0582,-,15,1
4123,SALNS02881,hilA,SNSL254_RS15650,SNSL254_A3081,-,20,55
4124,SALNS03798,uhpA,SNSL254_RS20260,SNSL254_A4071,-,20,5
4272,SALNS04011,SNSL254_A4310,SNSL254_RS21405,SNSL254_A4310,-,13,1
4274,SALNS03093,SNSL254_A3317,SNSL254_RS16725,SNSL254_A3317,-,2,1
4276,SALNS02538,SNSL254_A2712,SNSL254_RS13950,SNSL254_A2712,-,16,2
4280,SALNS04327,SNSL254_A4663,SNSL254_RS23030,SNSL254_A4663,-,8,3
4284,SALNS04431,SNSL254_A4778,SNSL254_RS23585,SNSL254_A4778,-,17,3
4352,SALNS03351,codB,SNSL254_RS18020,SNSL254_A3596,see:SNSL254_A3596,20,5
4437,SALNS04423,SNSL254_A4770,SNSL254_RS23550,SNSL254_A4770,-,20,4
4455,SALNS02224,sanA,SNSL254_RS12320,SNSL254_A2374,-,11,1
4465,SALNS02167,mdtA,SNSL254_RS12030,SNSL254_A2312,-,17,5
4490,SALNS00301,SNSL254_A0322,SNSL254_RS02535,SNSL254_A0322,-,7,1
4499,SALNS00732,SNSL254_A0782,SNSL254_RS04710,SNSL254_A0782,-,12,3
4510,SALNS03843,SNSL254_A4117,SNSL254_RS20480,SNSL254_A4117,-,15,2
4522,SALNS03143,SNSL254_A3370,SNSL254_RS16980,SNSL254_A3370,-,15,2
4534,SALNS03142,SNSL254_A3369,SNSL254_RS16975,SNSL254_A3369,-,12,1
4542,SALNS01515,dmsB,SNSL254_RS08760,SNSL254_A1608,see:SNSL254_A1608,10,16
4543,SALNS00937,SNSL254_A1000,SNSL254_RS05760,SNSL254_A1000,see:SNSL254_A1000,18,17
4556,SALNS01516,SNSL254_A1609,SNSL254_RS08765,SNSL254_A1609,see:SNSL254_A1609,18,17
4578,SALNS03258,SNSL254_A3490,SNSL254_RS17530,SNSL254_A3490,-,15,1
4586,SALNS02254,SNSL254_A2404,SNSL254_RS12450,SNSL254_A2404,-,7,1
4594,SALNS00087,kefF,SNSL254_RS01450,SNSL254_A0090,-,18,4
4605,SALNS01762,cls,SNSL254_RS09995,SNSL254_A1867,see:SNSL254_A1867,20,5
4614,SALNS00483,SNSL254_A0518,SNSL254_RS03450,SNSL254_A0518,-,19,2
4627,SALNS04039,SNSL254_A4340,SNSL254_RS21535,SNSL254_A4340,see:SNSL254_A4340,18,9
4641,SALNS03682,SNSL254_A3951,SNSL254_RS19685,SNSL254_A3951,see:SNSL254_A3951,16,10
4666,SALNS00484,SNSL254_A0519,SNSL254_RS03455,SNSL254_A0519,-,20,3
4679,SALNS00106,araB,SNSL254_RS01550,SNSL254_A0110,see:SNSL254_A0110,18,24
4693,SALNS04038,SNSL254_A4339,SNSL254_RS21530,SNSL254_A4339,see:SNSL254_A4339,18,8
4707,SALNS04402,SNSL254_A4748,SNSL254_RS23445,SNSL254_A4748,see:SNSL254_A4748,20,11
4721,SALNS04401,ulaD,SNSL254_RS23440,SNSL254_A4747,see:SNSL254_A4747,20,10
4735,SALNS03684,ulaD,SNSL254_RS19695,SNSL254_A3953,see:SNSL254_A3953,18,5
4749,SALNS04037,SNSL254_A4338,SNSL254_RS21525,SNSL254_A4338,see:SNSL254_A4338,19,8
4763,SALNS04028,rhaA,SNSL254_RS21490,SNSL254_A4329,see:SNSL254_A4329,20,5
4777,SALNS03681,yiaN,SNSL254_RS19680,SNSL254_A3950,see:SNSL254_A3950,17,10
4791,SALNS03677,yiaK,SNSL254_RS19660,SNSL254_A3946,see:SNSL254_A3946,17,2
4805,SALNS03680,yiaM,SNSL254_RS19675,SNSL254_A3949,see:SNSL254_A3949,17,11
4819,SALNS02808,SNSL254_A3001,SNSL254_RS15270,SNSL254_A3001,-,17,1
4839,SALNS04392,SNSL254_A4738,SNSL254_RS23395,SNSL254_A4738,-,18,1
4840,SALNS03324,rplU,SNSL254_RS17870,SNSL254_A3565,-,16,13
4859,SALNS03818,ibpA,SNSL254_RS20360,SNSL254_A4091,-,20,2
4871,SALNS02975,gudP,SNSL254_RS16135,SNSL254_A3184,see:SNSL254_A3184,16,6
4958,SALNS03112,galP,SNSL254_RS16825,SNSL254_A3338,see:SNSL254_A3338,20,8
4959,SALNS02229,mglA,SNSL254_RS12345,SNSL254_A2379,see:SNSL254_A2379,13,6
4979,SALNS02228,mglC,SNSL254_RS12340,SNSL254_A2378,see:SNSL254_A2378,20,9
4992,SALNS02231,mglB,SNSL254_RS12350,SNSL254_A2381,see:SNSL254_A2381,19,11
5003,SALNS03024,galR,SNSL254_RS16385,SNSL254_A3241,-,20,11
5016,SALNS02232,galS,SNSL254_RS12355,SNSL254_A2382,-,19,10
5030,SALNS03275,garL,SNSL254_RS17625,SNSL254_A3511,see:SNSL254_A3511,20,9
5043,SALNS02973,gudD,SNSL254_RS16125,SNSL254_A3182,see:SNSL254_A3182,19,6
5064,SALNS02278,narP,SNSL254_RS12585,SNSL254_A2430,-,19,29
5065,SALNS02501,narQ,SNSL254_RS13760,SNSL254_A2673,-,17,6
5079,SALNS01491,rstA,SNSL254_RS08650,SNSL254_A1584,-,20,41
5080,SALNS00019,SNSL254_A0020,SNSL254_RS01110,SNSL254_A0020,-,18,3
5108,SALNS03447,rplV,SNSL254_RS18535,SNSL254_A3704,-,19,2
5129,SALNS02972,SNSL254_A3181,SNSL254_RS16120,SNSL254_A3181,see:SNSL254_A3181,20,10
5137,SALNS04270,siiA,SNSL254_RS22725,SNSL254_A4602,-,20,3
5141,SALNS01108,SNSL254_A1179,SNSL254_RS06665,SNSL254_A1179,-,6,12
5183,SALNS01187,SNSL254_A1261,SNSL254_RS07075,SNSL254_A1261,-,17,2
5206,SALNS02872,sirC,SNSL254_RS15605,SNSL254_A3072,-,20,38
5207,SALNS01617,sifB,SNSL254_RS09295,SNSL254_A1716,-,17,2
5216,SALNS00512,ybaK,SNSL254_RS03585,SNSL254_A0548,-,20,1
5246,SALNS00276,tagK,SNSL254_RS02405,SNSL254_A0296,-,12,2
5255,SALNS00352,SNSL254_A0381,SNSL254_RS02810,SNSL254_A0381,-,17,5
5266,SALNS01152,SNSL254_A1225,SNSL254_RS06900,SNSL254_A1225,-,15,6
5279,SALNS00691,nagC,SNSL254_RS04505,SNSL254_A0741,-,20,18
5294,SALNS03358,nanR,SNSL254_RS18055,SNSL254_A3603,-,20,9
5310,SALNS01988,tcyJ,SNSL254_RS11125,SNSL254_A2116,see:SNSL254_A2116,20,4
5325,SALNS01725,osmB,SNSL254_RS09825,SNSL254_A1829,-,16,2
5339,SALNS03574,rpoH,SNSL254_RS19155,SNSL254_A3837,-,20,12
5359,SALNS01379,SNSL254_A1465,SNSL254_RS08050,SNSL254_A1465,-,15,4
5360,SALNS00609,entE,SNSL254_RS04070,SNSL254_A0649,see:SNSL254_A0649,19,13
5381,SALNS01380,SNSL254_A1466,SNSL254_RS08055,SNSL254_A1466,-,14,2
5401,SALNS01388,SNSL254_A1474,SNSL254_RS08095,SNSL254_A1474,-,15,2
5402,SALNS00399,SNSL254_A0430,SNSL254_RS03045,SNSL254_A0430,-,19,6
5425,SALNS00182,SNSL254_A0191,SNSL254_RS01925,SNSL254_A0191,-,14,3
5442,SALNS00363,golS,SNSL254_RS02875,SNSL254_A0393,-,16,74
5443,SALNS00469,fadM,SNSL254_RS03385,SNSL254_A0503,-,19,2
5457,SALNS01311,yeaG,SNSL254_RS07720,SNSL254_A1396,-,18,3
5473,SALNS03739,rpmB,SNSL254_RS19960,SNSL254_A4008,-,18,13
5498,SALNS03252,SNSL254_A3484,SNSL254_RS17500,SNSL254_A3484,-,19,6
5499,SALNS02942,cas1e,SNSL254_RS15985,SNSL254_A3148,-,16,12
5523,SALNS03459,rpsL,SNSL254_RS18600,SNSL254_A3718,-,18,9
5543,SALNS02918,SNSL254_A3120,SNSL254_RS15870,SNSL254_A3120,see:SNSL254_A3120,16,5
5544,SALNS03043,SNSL254_A3262,SNSL254_RS16480,SNSL254_A3262,-,18,35
5572,SALNS03608,SNSL254_A3871,SNSL254_RS19315,SNSL254_A3871,see:SNSL254_A3871,17,7
5573,SALNS04312,dcuB,SNSL254_RS22960,SNSL254_A4647,see:SNSL254_A4647,19,8
5605,SALNS01817,SNSL254_A1929,SNSL254_RS10255,SNSL254_A1929,-,19,6
5606,SALNS01812,SNSL254_A1924,SNSL254_RS10230,SNSL254_A1924,see:SNSL254_A1924,17,23
5631,SALNS03452,rplC,SNSL254_RS18560,SNSL254_A3709,-,19,10
5653,SALNS01517,SNSL254_A1610,SNSL254_RS08770,SNSL254_A1610,see:SNSL254_A1610,19,19
5674,SALNS03972,fadB,SNSL254_RS21185,SNSL254_A4262,see:SNSL254_A4262,18,8
5699,SALNS03951,rhtB,SNSL254_RS21075,SNSL254_A4240,see:SNSL254_A4240,17,2
5741,SALNS01957,cheA,SNSL254_RS10960,SNSL254_A2082,-,20,8
5742,SALNS01954,tar,SNSL254_RS10950,SNSL254_A2079,-,17,4
5768,SALNS01956,cheW,SNSL254_RS10955,SNSL254_A2081,-,20,9
5785,SALNS02545,trmG/rlmN,SNSL254_RS13985,SNSL254_A2720,-,20,8
5804,SALNS00679,gltJ,SNSL254_RS04415,SNSL254_A0721,see:SNSL254_A0721,19,5
5805,SALNS00680,SNSL254_A0723,SNSL254_RS04420,SNSL254_A0723,see:SNSL254_A0723,19,7
5826,SALNS00012,dnaK,SNSL254_RS01080,SNSL254_A0013,-,20,33
5844,SALNS01209,rluC,SNSL254_RS07190,SNSL254_A1284,-,20,11
5861,SALNS01136,cbpA,SNSL254_RS06810,SNSL254_A1207,-,20,7
5879,SALNS01742,rluB,SNSL254_RS09900,SNSL254_A1846,-,20,7
5896,SALNS00470,queC,SNSL254_RS03390,SNSL254_A0504,-,20,2
5914,SALNS00703,fldA,SNSL254_RS04565,SNSL254_A0753,see:SNSL254_A0753,20,17
5932,SALNS02711,smpB,SNSL254_RS14820,SNSL254_A2901,-,20,6
5950,SALNS04377,hfq,SNSL254_RS23315,SNSL254_A4722,-,20,6
5968,SALNS01219,acpP,SNSL254_RS07240,SNSL254_A1295,see:SNSL254_A1295,20,36
