1602,Q8Z7E9,oppB,t1657,11,2
1621,Q8Z8R3,t2346,t2346,10,6
1691,Q8Z9L7,carB,t0068,11,12
1710,Q8Z2T0,ompL,t3605,11,2
1715,Q8Z8L6,ybdZ,t2281,11,1
1716,Q8Z2Q5,atpG,t3653,11,13
1769,Q8XF42,t3772,t3772,11,5
1772,Q8Z335,purH,t3455,10,13
1787,Q8Z401,araE,t2926,11,6
1796,Q8Z3F3,codA,t3251,11,6
1850,Q8Z3S5,t3046,t3046,6,1
1861,P64210,folE,t0662,11,4
1891,Q8Z0Y7,t4549,t4549,11,2
1902,Q8Z7S8,t1861,t1861,11,12
1912,Q8Z9I3,leuD,t0114,12,5
1957,P0A1R1,hfq,t4412,11,3
1975,Q8Z526,nuoF,t0540,11,17
1983,Q8Z4H2,iroD,t2670,10,7
1985,Q8Z5W7,znuA,t0986,11,1
1989,Q8Z665,t1031,t1031,2,1
1995,Q8Z573,napC,t0609,11,6
1997,Q8Z0T2,creB,t4627,10,4
2025,Q8Z5H4,STY2316,STY2316,11,3
2043,Q8Z4J4,t0259,t0259,11,3
2055,P0A2N5,yjeM,t4397,1,1
2059,Q8Z2D3,t3841,t3841,10,1
2074,Q8Z7P0,t1802,t1802,11,1
2076,P69225,infA,t1980,11,3
2081,Q8XGD8,yacC,t0172,11,1
2082,Q8Z1C3,STY4667,t4358,1,1
2089,Q83T82,staC,t0188,1,1
2092,Q8XFF3,yadR,t0205,11,1
2116,Q8XF48,ffh,t2632,11,5
2124,P62526,ilvL,t3398,1,1
2128,Q8Z3C6,fadB,t3315,10,10
2139,Q8Z460,cysH,t2847,11,10
2144,Q9EZ24,hcaT,t0302,11,1
2161,Q8Z4M1,cadB,t0298,11,3
2175,Q8Z3S6,t3045,t3045,2,1
2181,P66542,rpsB,t0217,11,5
2187,Q8XGV7,pflB,t1961,11,13
2193,Q8Z4L6,purL,t0291,11,4
2200,Q8Z6H1,katE,t1198,11,6
2203,Q8Z1Z5,fic,t4035,11,3
2248,Q8Z0X7,t4560,t4560,10,2
2258,Q8Z376,ilvG,t3397,10,6
2286,P0A246,ubiX,t0508,11,4
2306,Q8Z4J6,yfiG,t0261,11,15
2319,Q8Z4E4,nrdF,t2705,10,12
2322,Q8Z432,fucO,t2881,21,9
2338,Q83T47,t0910,t0910,1,1
2349,P58716,pdxA,t0168,12,4
2366,Q56083,rcsA,t0895,11,1
2373,Q8Z8T6,t2382,t2382,11,1
2378,Q8Z4R0,ppk,t0356,11,5
2382,Q8Z4C4,t2743,t2743,11,5
2395,Q8Z1X0,fmt,t4097,11,3
2408,Q8Z409,t2916,t2916,11,1
2411,Q8Z8L9,entD,t2284,6,1
2413,Q8XH23,yfaE,t0585,11,2
2439,Q8Z4D0,srlB,t2735,11,6
2489,P60958,lgt,t2911,11,5
2509,P0A1Z1,cadA,t0297,11,6
2511,Q8XFB6,artJ,t2009,11,7
2512,Q8Z4U2,eutB,t0400,11,5
2525,Q8Z4P2,yfgB,t0331,11,4
2531,Q8XG23,grxB,t1755,11,11
2578,Q8Z985,yafD,t2607,11,1
2609,Q8XH17,ompX,t2055,11,2
2633,P41406,envZ,t4005,11,2
2639,P0A1R5,hisH,t0798,11,6
2648,P66432,rpsO,t3201,11,4
2653,Q8XFV9,t3246,t3246,11,1
2676,P65642,t1479,t1479,11,2
2680,Q8Z7N4,putP,t1796,11,9
2683,Q8Z7A8,tpx,t1586,11,6
2685,Q8Z454,steC,t2858,29,4
2695,Q8Z1P3,t4200,t4200,19,2
2698,Q8XGN8,t2985,t2985,11,1
2702,Q8XEP7,glnP,t2059,10,1
2712,Q8Z7I0,t1701,t1701,11,6
2731,Q8XFJ5,accD,t0498,11,15
2748,Q8Z8S5,t2363,t2363,9,1
2761,Q8Z2B3,glyS,t3864,11,2
2768,Q8Z0T1,STY4936,STY4936,10,1
2769,P0A2R1,soxR,t4172,11,4
2784,Q8Z529,nuoM,t0547,11,16
2791,Q8Z4F7,gabT,t2687,9,3
2799,Q8Z5W5,znuB,t0984,11,2
2800,Q8Z8K7,cstA,t2268,12,1
2801,Q8Z2F7,waaC,t3807,11,3
2803,Q8Z270,t3923,t3923,11,8
2816,Q8Z495,sipF,t2783,8,1
2837,P62361,t1843,t1843,12,4
2846,Q8Z269,t3924,t3924,8,1
2855,Q8XET5,osmY,t4604,11,4
2859,Q8Z546,t0570,t0570,11,1
2863,Q8Z388,wecB,t3377,11,6
2870,Q8Z2H9,gmk,t3778,11,2
2878,Q8Z8M0,t2285,t2285,11,2
2912,Q8Z7Z8,ycbC,t1944,11,5
2922,Q8Z3I3,t3196,t3196,10,2
2932,Q8Z785,t1561,t1561,6,1
2934,Q8Z4C0,hycH,t2748,11,2
2947,Q8Z7G8,t1685,t1685,11,4
2952,Q8XGY8,t3735,t3735,19,7
2957,P63262,cbpA,t1808,11,3
2984,P0A7P9,rpmH,t3680,11,1
2986,Q8Z5I6,rfbH,t0782,10,3
2994,Q8Z307,ppc,t3505,10,1
3012,Q8Z3G0,mtgA,t3243,11,4
3013,Q8Z132,mgtA,t4491,21,9
3037,Q8Z2A6,yiaC,t3876,11,1
3064,Q8Z9E2,speE,t0171,11,5
3074,Q8Z3X0,gcvP,t2971,11,7
3090,P65978,recA,STY2950;t2730,12,5
3101,Q8Z6R4,manA,t1335,11,2
3118,Q8Z441,ygcZ,t2871,19,7
3136,Q8XEK7,fabB,t0486,11,13
3137,Q8Z2F8,waaL,t3806,11,4
3149,Q8XFS2,celD,t1194,11,5
3152,Q8XG32,t0521,t0521,11,1
3158,Q8Z5M7,cbiB,t0839,11,4
3174,Q8Z6A1,hemK,t1101,11,2
3210,Q8Z4B0,sitB,t2764,8,1
3231,Q8Z253,t3949,t3949,11,1
3253,Q8Z8F5,t2184,t2184,11,2
3254,Q8Z6J9,t1240,t1240,10,7
3262,Q8XGG5,secB,t3818,11,1
3267,Q9RHF2,pilP,t4244,2,1
3293,Q8Z767,t1535,t1535,10,2
3300,Q56114,aspC,t1936,11,7
3339,Q8XFX4,yiiR,t3535,10,1
3346,Q8Z7Z6,mukE,t1941,11,3
3349,Q8Z9G8,murC,t0133,11,5
3381,Q8Z1X2,zntR,t4093,11,2
3383,P0A1W7,livK,t3958,20,6
3384,Q8Z1X8,rplX,t4076,11,2
3394,Q8Z7J5,fabD,t1726,11,11
3396,Q8Z4N8,pbpC,t0325,10,5
3423,P65673,cysD,t2836,11,4
3435,Q8Z4Y1,pgtP,t0459,11,6
3456,Q8Z5K1,hisG,t0802,11,1
3462,Q8Z2M3,torD,t3697,11,2
3463,Q8XGI9,psiF,t2480,9,1
3509,P66685,rnt,t1302,11,1
3518,Q7AMH5,clpB,t2616,11,8
3528,Q8Z6F1,pncA,t1172,11,3
3529,Q8Z331,zraP,t3459,10,1
3536,Q8Z4Y0,t0457,t0457,7,3
3541,Q8Z9E1,yacK,t0173,11,5
3551,P65703,pgk,t2988,11,5
3561,P0A2R9,corA,t3345,12,1
3569,Q8Z204,damX,t4021,11,7
3570,Q8XGI7,adhP,t1482,11,2
3576,Q8Z4Z0,fadJ,t0476,11,6
3577,Q8Z9A5,t0222,t0222,11,4
3579,Q8Z7P1,agp,t1803,10,2
3583,Q8Z1V6,metH,t4115,12,7
3593,P0A1B8,atpC,t3655,11,11
3596,P67650,clpS,t1989,11,3
3599,Q8Z5B1,t0680,t0680,11,1
3608,Q8Z5B6,yehZ,t0690,11,2
3623,Q8Z9D1,staG,t0184,1,1
3641,Q8Z274,gor,t3918,11,5
3651,Q8Z327,rsD,t3466,11,2
3668,Q8Z540,t0564,t0564,13,6
3674,Q8XFU2,t3242,t3242,11,3
3675,Q8Z1B0,int,t4371,21,1
3681,Q8Z3L6,t3143,t3143,10,6
3686,O06951,flk,t0493,11,1
3691,P67694,yacF,t0145,11,1
3696,Q8Z1Q9,nrfA,t4183,11,8
3711,Q8Z3U6,t3015,t3015,11,7
3730,Q8Z1J1,t4271,t4271,1,2
3732,Q8Z6Z6,STY1553,STY1553,11,1
3746,Q8Z1G5,t4296,t4296,1,2
3750,Q8Z7J4,fabF,t1723,11,10
3791,Q8Z1U1,malE,t4135,11,18
3801,Q8Z8S2,t2359,t2359,10,1
3802,Q8Z4D1,srlE,t2734,11,6
3813,Q8Z3R0,hybC,t3068,11,13
3814,Q8Z4N1,hscB,t0316,11,2
3818,Q8Z4S9,tktB,t0385,11,8
3836,Q8Z542,t0566,t0566,12,2
3842,P19786,aroA,t1956,11,3
3855,P64420,hypA,t2756,11,7
3860,Q9ZIU7,pilU,t4249,1,1
3862,Q8XFR7,ispB,t3222,11,5
3873,O54506,iroE,t2671,11,4
3879,Q8Z500,truA,t0496,11,3
3896,Q8Z677,pabB,t1053,11,4
3902,Q8XFY3,corB,t2634,11,1
3909,P58699,trpR,t4622,11,10
3915,Q8Z3L4,t3145,t3145,11,1
3930,Q8Z2V2,t3575,t3575,21,9
3939,Q8Z3C9,hemG,t3311,11,5
3947,Q8Z2N7,yidC,t3678,11,27
3973,P67471,t3111,t3111,11,7
3977,Q8Z8W2,t2428,t2428,11,1
3990,Q8Z2Y1,t3538,t3538,11,3
3992,Q8Z8H5,leuS,t2219,11,12
4011,Q8Z9I9,araD,t0105,11,6
4016,Q8Z705,t1447,t1447,11,1
4028,Q8Z2N5,dnaN,t3682,11,12
4034,Q8XF66,oxyR,t3500,11,35
4060,Q8Z8I2,lipB,t2232,11,5
4061,Q8Z1V9,aceA,t4112,11,6
4071,Q8Z5N3,cbiN,t0852,11,1
4075,Q8Z7R2,sigE,t1829,10,1
4088,Q8Z2C9,lyxK,t3845,8,12
4102,Q8Z560,ubiG,t0588,11,10
4111,Q8Z2Y4,fpr,t3534,11,6
4119,Q8Z8I3,lipA,t2234,11,5
4126,Q8Z946,safA,t2561,8,1
4152,Q8Z172,ulaA,t4434,12,5
4158,Q8Z7K1,flgJ,t1738,11,9
4177,P0A1J6,flgK,t1737,10,5
4181,Q8Z7H1,purB,t1688,11,8
4184,Q8Z4G1,t2683,t2683,11,3
4208,P63604,aroL,t2476,11,5
4212,P66410,rpsN,t4078,11,4
4216,P0A1D4,groEL,t4382,11,17
4219,Q8Z8P9,purK,t2328,11,5
4220,Q8Z6G3,astE,t1186,11,5
4225,Q8Z299,dppA,t3885,10,6
4228,Q8Z135,treC,t4488,9,7
4234,Q8Z5V3,cheZ,t0962,11,7
4236,Q8XGQ2,t4220,t4220,11,34
4244,P0A2K0,trkA,t4095,11,2
4248,Q8XGE6,seqA,t2178,10,1
4255,Q8XEQ8,fdx,t0318,11,4
4264,Q8Z6S7,t1349,t1349,36,12
4265,Q8Z7D7,trpE,STY1328;t1635,12,7
4270,Q8Z8K9,entA,t2270,11,4
4272,P67711,t2052,t2052,11,46
4286,Q8XFT4,cyoD,t2420,11,10
4302,Q8Z8F6,citB,t2185,10,2
4304,Q8Z7D6,trpH,t1634,10,1
4320,Q8Z0Z5,t4539,t4539,1,2
4331,Q8XFA2,t1522,t1522,11,1
4342,Q8Z994,yaeJ,t0242,11,1
4344,Q8Z2J3,yicL,t3753,10,1
4367,Q8XFK0,pspG,t4150,7,1
4376,Q8XGY9,ygbE,t2833,7,1
4411,Q8Z7M6,t1785,t1785,11,4
4423,Q8Z4C5,t2742,t2742,11,5
4425,Q8Z470,cysN,t2835,11,4
4503,P0A2F3,cobB,t1699,11,9
4522,Q8Z9B1,dgt,t0209,11,4
4524,Q8Z4W1,pdxK,t0423,11,6
4557,Q8Z236,gntU,t3979,11,5
4561,Q8Z161,ytfB,t4447,8,1
4573,Q8Z5X4,yebG,t0995,10,2
4600,Q8Z2R9,mobA,t3626,11,2
4605,Q8Z9M7,STY0062,STY0062,20,1
4607,Q8Z4M3,hmpA,t0300,11,4
4630,Q8Z6X7,t1408,t1408,11,1
4634,Q8XGE8,t2461,t2461,11,4
4661,Q8Z8V4,cyoC,t2419,11,11
4670,Q8Z421,argA,t2900,11,2
4697,Q8XGX0,ptsO,t3241,11,1
4710,Q8Z7C5,STY1354,STY1354;t1611,24,2
4721,Q8Z5G3,yegH,t0753,7,1
4724,Q8XGB6,hflC,t4415,11,3
4742,Q8Z9B5,fhuB,t0202,11,4
4757,Q8Z7M3,csgB,t1777,11,3
4768,Q8Z4K0,nadB,t0269,11,2
4776,P0A274,lexA,t4143,11,37
4821,Q8Z8I6,dpiA,t2241,21,17
4852,Q8Z8D3,t2149,t2149,1,1
4856,P74849,sipA,t2784,8,1
4861,Q8Z3C2,rfaH,t3320,10,1
4903,P0A7N7,rpmF,t1729,7,5
4909,Q8Z5L1,pduS,t0821,11,3
4918,P0A1Y3,asrC,t0306,11,2
4944,Q8Z6X5,pntA,t1399,11,4
4958,P0A264,ompC,t0597,11,7
4966,Q8XEQ0,t0361,t0361,11,3
4973,Q8Z8T8,acrB,t2385,11,6
4977,Q8Z8G7,lnt,t2207,11,5
4993,Q8Z8S0,ybbN,t2356,10,1
5046,Q8Z4S3,yffB,t0377,11,5
5052,Q8Z7D4,btuR,t1631,10,9
5061,Q8Z3I2,t3197,t3197,11,7
5078,Q8Z6P7,t1309,t1309,11,1
5079,Q8Z1N9,melB,t4206,11,5
5081,P67639,frdC,t4393,11,10
5094,Q8XFT3,STY0391,t2505,2,4
5098,P0A1P7,glnA,t3614,10,3
5099,Q8Z9E9,aceF,t0159,11,9
5104,Q8Z8R4,ybbB,t2347,11,2
5107,Q8Z453,steD,t2859,19,5
5111,P0A2B4,rpsG,t4058,11,5
5112,Q8Z1U7,pgi,t4127,11,1
5113,Q8Z1T9,lamB,t4137,11,11
5130,Q8Z894,bioA,t2094,11,4
5142,Q8XF82,t1132,t1132,8,2
5157,P0A252,ahpC,t2260,11,9
5166,P65364,minE,t1061,11,4
5167,P0A242,sulA,t1849,11,4
5169,Q8Z3J5,gatA,t3178,18,7
5177,Q8Z7C6,t1612,t1612,5,1
5180,Q8Z1V8,aceK,t4113,10,6
5192,P0A2M6,upp,t0359,11,5
5195,Q8XF25,yfhP,t0312,11,20
5205,P66765,metK,t3002,11,8
5210,Q8Z3B6,metE,t3332,11,9
5217,Q8Z9K0,kefC,t0089,11,4
5219,Q8XGC8,t2850,t2850,11,8
5231,P37920,fimA,t2320,14,9
5233,Q8Z595,yeiE,t0654,8,2
5235,Q8Z1T8,malM,t4138,11,1
5242,Q8Z885,t2079,t2079,11,1
5247,Q8Z528,nuoL,t0546,11,16
5252,P0A2A0,rplL,t3475,11,4
5254,Q56135,sipC,STY3007;t2786,7,2
5265,Q8Z2D9,t3835,t3835,11,2
5273,Q8Z5I8,rfbU,t0787,10,5
5275,P66756,ruvB,t0983,11,3
5282,Q8Z160,cycA,t4449,11,4
5297,Q8Z847,t2020,t2020,11,4
5314,Q8Z9N5,nhaA,t0041,11,1
5356,Q8Z849,ybjC,t2023,11,4
5358,P63522,fadD,t1059,11,12
5381,Q8Z863,yliB,t2040,11,2
5382,Q8Z433,xni,t2880,10,1
5390,P0A7Q4,rpmI,t1215,11,4
5394,Q8Z1N4,dcuS,t4211,10,5
5413,P0A1V7,prsA,t1096,11,2
5425,Q8Z6R3,t1334,t1334,11,2
5436,P64047,yeiP,t0644,9,1
5448,Q8Z9A3,yaeT,t0225,11,7
5455,Q8Z5X3,purT,t0994,11,11
5479,Q8XEX5,t3013,t3013,11,1
5490,Q8Z773,t1541,t1541,10,7
5493,Q8Z0V4,t4594,t4594,11,2
5500,Q8Z316,murB,t3489,11,6
5518,Q8XF05,t1525,t1525,11,6
5531,Q8Z9J6,imp,t0096,12,2
5535,Q8Z9R1,dnaK,t0012,11,11
5540,P0A2C6,rbsB,t3635,11,12
5542,Q8Z8Q6,glxK,t2336,11,4
5543,Q8Z670,t1044,t1044,11,3
5545,Q8Z268,uspA,t3925,11,3
5567,Q8Z289,yhjM,t3900,10,3
5581,Q8Z3M6,t3128,t3128,11,1
5588,P60655,speB,t2998,11,6
5593,P0A1L2,fliO,t0899,11,1
5604,Q8Z2W2,cpxR,t3560,11,53
5608,P64053,tsf,t0218,11,2
5664,Q8Z7Y0,t1920,t1920,3,1
5665,Q8Z5I1,rfbA,t0777,13,4
5670,Q8Z8H8,cobD,t2223,10,2
5698,Q8Z8P0,fimZ,t2314,11,20
5720,Q8Z814,ftsK,t1974,11,2
5721,Q8Z6L3,ssaE,t1264,11,2
5738,Q8Z7I3,t1706,t1706,11,1
5742,Q8Z124,t4502,t4502,6,1
5776,Q8Z7E4,tonB,t1649,11,15
5791,Q8Z5M2,pduC,t0834,11,9
5801,Q8Z9F6,nadC,t0151,11,5
5836,Q8Z9G9,murG,t0132,11,9
5845,Q8Z8G9,gltK,t2210,11,2
5851,P0A1N3,fliT,t0915,11,15
5856,Q8Z8D5,t2153,t2153,5,2
5858,Q8Z9L4,caiC,t0072,10,11
5868,P65418,t0892,t0892,10,1
5874,Q8Z5A6,t0669,t0669,11,2
5885,Q8Z7S2,t1852,t1852,11,2
5896,Q8Z6R2,add,t1331,10,5
5897,Q83SX9,hycG,t2749,1,2
5899,Q8XGD6,yijC,t3498,7,4
5914,Q8Z4G7,mig-14,t2676,8,1
5926,Q8XF67,bcp,t0368,11,1
5928,Q8XG98,grxC,t3817,11,9
5930,Q8Z9H3,murE,t0127,11,10
5963,Q8Z769,t1537,t1537,10,2
5974,Q8XEU8,ygdD,t2889,11,1
5983,Q9RPM4,t4300,t4300,4,2
6001,P60318,proP,t1032,10,36
6007,Q8Z5A2,yeiB,t0663,11,1
6008,Q8XFZ8,iscA,t0315,11,1
6009,Q8Z2F6,waaF,t3808,11,3
6027,Q8Z2H3,dfp,t3788,7,2
6028,P0A1Q1,otsA,t0949,11,2
6071,Q8XF98,yhjD,t3909,9,1
6086,Q8Z381,ilvC,t3389,11,12
6092,Q8Z1M7,t4221,t4221,12,10
6097,Q8XFD9,t2717,t2717,10,2
6102,Q8Z835,t2004,t2004,11,1
6107,Q8Z5P7,amn,t0868,11,2
6110,Q8Z1P6,proP,t4197,10,5
6116,Q8XFX9,t2160,t2160,6,3
6117,P63924,deoB,t4612,11,10
6123,P0A1Y9,nuoE,t0539,11,20
6127,Q8XFR0,moaB,t2084,11,4
6135,Q8Z3L1,t3153,t3153,9,4
6146,Q8Z8I7,dpiB,t2242,20,8
6153,Q8Z292,yhjQ,t3897,7,1
6159,Q8Z5G6,wzc,t0756,11,2
6178,Q8Z4W8,xapA,t0435,10,8
6200,Q8Z1P8,phnO,t4194,11,1
6211,Q8XFK4,t2443,t2443,11,8
6213,Q8Z287,dctA,t3903,11,3
6236,Q8Z0Z0,t4546,t4546,2,1
6247,Q8Z2Q6,atpI,t3647,11,8
6264,Q8Z2E2,t3829,t3829,5,1
6275,Q9L5P6,HCM1.07c.,HCM1.07c.,12,1
6309,Q8Z4R4,t0362,t0362,11,4
6332,Q8XGF0,hydN,t2745,11,10
6342,P65525,t1076,t1076,10,1
6369,Q8Z6D3,t1145,t1145,11,1
6380,Q8Z2T9,ygjM,t3591,11,1
6422,Q8Z8P5,ybcI,t2323,2,1
6431,Q8Z3B3,rhtC,t3338,10,2
6440,Q8Z8C0,tolB,t2128,11,9
6455,Q8Z685,fadR,t1072,11,18
6469,Q83T43,t1037,t1037,10,1
6490,P16280,aroC,t0480,11,11
6502,Q8Z1N3,dmsC,t4214,11,8
6526,Q8Z9F7,hofB,t0149,10,1
6548,P69916,csrA,t2727,11,4
6560,Q8Z6P3,nemA,t1304,11,4
6582,Q8XFJ6,potC,t1697,11,5
6583,Q8Z7Z5,mukB,t1940,10,4
6588,Q8Z4C3,hypf,t2744,11,6
6592,Q8Z862,yliC,t2039,11,2
6598,Q8Z3Q1,t3086,t3086,1,1
6599,Q8Z8G8,ybeJ,t2208,10,2
6610,Q8Z6D5,aroQ,t1147,11,4
6617,Q8Z1Z6,yhfG,t4034,9,2
6622,Q8Z6L2,ssaD,t1263,11,1
6624,Q8Z3C8,trkH,t3312,10,2
6638,Q8Z2C8,yiaN,t3847,29,6
6656,Q8Z770,t1538,t1538,8,2
6661,Q8Z2U5,fdoH,t3584,11,6
6663,Q8XFM3,rbsC,t3636,10,4
6671,Q8Z934,pepD,t2534,11,9
6679,Q8Z7J0,ptsG,t1717,11,16
6688,Q8Z1W1,metA,t4110,11,4
6701,Q8Z4K5,era,t0276,11,5
6730,Q9RHF4,ssb,t4237,1,1
6737,P65450,t1170,t1170,11,4
6750,Q8XGJ6,nudF,t3106,11,1
6759,Q8Z311,argH,t3501,11,2
6771,Q8Z4I7,t2626,t2626,11,1
6791,Q8Z3T4,t3036,t3036,2,1
6795,Q8Z479,hyi,t2816,20,6
6806,P0A1A6,ilvE,t3395,11,13
6825,Q8Z7H6,pepT,t1693,11,5
6827,Q8XGE4,secG,t3210,11,5
6836,Q8Z389,wecC,t3376,11,2
6838,P0A9Y3,cspA,t3870,11,3
6840,Q8Z6I8,t1226,t1226,10,6
6841,Q8Z4K2,rseB,t0272,11,2
6857,Q8Z843,potI,t2016,11,6
6879,Q8XGU4,cspE,t2238,11,4
6886,Q60006,folD,t2321,11,9
6891,Q8XFC0,dppB,t3886,10,5
6941,Q8Z4H1,iroN,t2672,11,8
6970,Q83SX7,steB,t2857,2,4
6974,Q8Z4R3,uraA,t0360,11,1
6991,Q8Z4M7,asrA,t0308,10,2
7000,Q8Z7R3,pipB,t1830,11,1
7003,Q8Z5M0,pduE,t0832,11,9
7029,Q8Z5S8,fliY,t0922,11,4
7031,Q8Z5U2,t0946,t0946,7,2
7038,Q8Z3K6,tdcE,t3161,11,7
